datetime,category,BBTFImpact-Sideway_val/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/TF-diffMid_Trend/TRADEINFO0-Gate/TRADEINFO1-Gate/TRADEINFO2-Gate/NEW_ORDER_OPEN-TradeAct/TRADEINFO3-Gate/TRADEINFO4-Gate/NEW_ORDER_CLOSE-TradeAct/TRADEINFO5-Gate,BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/TF-BBUpDn/TRADEINFO0-TradeAct/TRADEINFO1-M30dn+M15up|act/TRADEINFO2-|act/NEW_ORDER_OPEN-OPEN_TICKET/TRADEINFO3-M5/TRADEINFO4-M5/NEW_ORDER_CLOSE-OPEN_TICKET/TRADEINFO5-M5,BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/TF-trend/TRADEINFO0-Trade_act/TRADEINFO1-atrsl/TRADEINFO2-atrsl/NEW_ORDER_OPEN-OPEN_TYPE/TRADEINFO3-atrsl/TRADEINFO4-atrsl/NEW_ORDER_CLOSE-OPEN_Type/TRADEINFO5-atrsl,BBTFImpact-midline_Cluster/ATRSL1buf-Lower/ORDERINFO-BUYS/TF-diffMid/TRADEINFO0-pen/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,BBTFImpact-line_seq_touch/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/TF-diffBBW/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,BBTFImpact-line_seq_cross/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/TF-WLV/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,BBTFImpact-untouch_val/ORDERINFO-SELL_TICKET_NUM/TF-MidLV/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,ORDERINFO-SELLS/TF-UppLV/NEW_ORDER_CLOSE-CLOSED_TYPE,ORDERINFO-TOTALORDERS/TF-LowLV/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
~,M30,1.0,1.0,1.0,1.26,6.98,0.99,4451.14,4473.25,4429.03,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1},{M30=1|H1=1|H4=1|D1=1},{},{M5=9-9|M15=0-9|M30=0-9|H1=0-19|H4=0-19|D1=0-8|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=40-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-29|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4465.45,4471.91,4465.45,4469.69,2.12,,,,,,,,,,,
~,ORDERINFO,7.09,0.01,8,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.06 07:45,M15,1.0,0.0,1.0,1.35,-8.57,0.95,4458.38,4479.47,4437.29,4463.44,4463.44,4463.44,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1},{M15=1|M30=1|H1=1|H4=1|D1=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4469.14,4469.14,4458.26,4463.02,3.06,,,,,,,,,,,
~,ORDERINFO,0.75,0.01,8,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.06 08:00,M15,1.0,2.0,1.0,0.84,-11.47,0.83,4458.91,4477.32,4440.5,4452.1,4452.1,4452.1,,,,,
~,M30,5.0,3.0,1.0,0.49,-1.6600000000000001,0.93,4451.24,4471.9,4430.58,,,,,,,,
~,H1,1.0,3.0,1.0,0.99,0.32,1.3,4442.02,4470.95,4413.1,,,,,,,,
~,H4,1.0,0.0,1.0,5.05,21.54,4.6,4380.48,4481.22,4279.75,,,,,,,,
~,TRADEINFO0,G6-SHRINK,,1,0.75|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-ENTRY,,,,,,,,,,,,,,,,
~,TRADEINFO3,G4c-M15OPP,,,,,,,,,,,,,,,,
~,TRADEINFO4,G6-REV,2|act:7,1,,,,,,,,,,,,,,
~,NEW_ORDER_CLOSE,[],8,BUY,0.01,4462.69,2026.01.06 05:15:02,9,SELL,0.01,4451.74,-10.95,0.0,0.0,0.0,42.83,-0.55,53.78
~,BBTFImpact,{},{M5=1},{M15=1|H1=1|H4=1|D1=1},{},{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-10|M15=0-20|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4458.77,4458.77,4449.04,4451.34,3.71,,,,,,,,,,,
~,ORDERINFO,-10.59,0.01,8,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.06 08:15,M15,1.0,2.0,1.0,0.89,-10.81,0.71,4459.95,4475.78,4444.12,4456.84,4456.84,4456.84,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{M15=1|H1=1|H4=1|D1=1},{},{M5=0-6|M15=0-9|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4458.77,4458.77,4449.04,4457.19,4.18,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 08:30,M15,1.0,2.0,1.0,1.15,-16.3,0.54,4461.17,4473.33,4449.02,4461.11,4461.11,4461.11,,,,,
~,M30,1.0,3.0,1.0,0.94,-0.25,0.93,4452.4,4473.12,4431.67,,,,,,,,
~,TRADEINFO0,G0d-COOL,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{M15=1|H1=1|H4=1|D1=1},{},{M5=0-6|M15=7-9|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=27-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4458.77,4469.89,4458.77,4461.15,4.37,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 08:45,M15,1.0,2.0,1.0,0.91,-10.79,0.44,4462.16,4471.92,4452.4,4463.65,4463.65,4463.65,,,,,
~,TRADEINFO0,G0d-COOL,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{H1=1|H4=1|D1=1},{},{M5=0-6|M15=0-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4458.77,4469.89,4458.77,4463.75,4.11,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 09:00,M15,1.0,2.0,1.0,0.55,-2.54,0.41,4462.74,4471.95,4453.52,4465.63,4465.63,4465.63,,,,,
~,M30,1.0,3.0,1.0,1.12,1.2,0.95,4453.62,4474.81,4432.43,,,,,,,,
~,H1,1.0,3.0,1.0,1.51,6.51,1.4,4443.9,4474.95,4412.84,,,,,,,,
~,TRADEINFO0,G0d-COOL,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{H1=1|H4=1|D1=1},{},{M5=0-6|M15=0-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4458.77,4469.89,4458.77,4465.65,3.58,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 09:15,M15,5.0,3.0,1.0,0.49,0.44,0.42,4463.32,4472.78,4453.86,4468.53,4468.53,4468.53,,,,,
~,TRADEINFO0,G0d-COOL,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1},{H1=1|H4=1|D1=1},{},{M5=0-6|M15=0-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4462.4,4469.89,4462.4,4468.69,3.27,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 09:30,M15,5.0,0.0,1.0,0.48,-3.59,0.38,4463.67,4472.09,4455.24,4464.6,4464.6,4464.6,,,,,
~,M30,1.0,3.0,1.0,1.13,-0.87,0.95,4454.77,4475.83,4433.72,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1},{M15=1|H1=1|H4=1|D1=1},{},{M5=0-6|M15=0-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4462.4,4469.89,4462.4,4464.17,3.49,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 09:45,M15,5.0,2.0,1.0,0.48,-4.8100000000000005,0.33,4464.18,4471.56,4456.81,4464.36,4464.36,4464.36,,,,,
~,TRADEINFO0,G0b-TOUCH,,0,,,,,,,,,,,,,,
~,NEW_ORDER_OPEN,[],10,BUY,0.01,4464.43,10042.28,100.0,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{H1=1|H4=1|D1=1},{},{M5=0-6|M15=0-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4462.4,4469.89,4462.4,4464.44,3.14,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 10:00,M15,3.0,0.0,1.0,-0.02,0.23,0.34,4464.04,4471.53,4456.54,4459.53,4459.53,4459.53,,,,,
~,M30,1.0,3.0,1.0,0.68,-1.4,0.92,4455.33,4475.88,4434.78,,,,,,,,
~,H1,1.0,3.0,1.0,1.76,-3.05,1.3599999999999999,4445.57,4475.73,4415.41,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{H1=1|H4=1|D1=1},{},{M5=0-7|M15=0-7|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4465.71,4465.71,4454.52,4458.97,3.37,,,,,,,,,,,
~,ORDERINFO,-4.9,0.01,10,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.06 10:15,M15,4.0,0.0,1.0,-0.15,0.14,0.33,4463.94,4471.36,4456.52,4462.06,4462.06,4462.06,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1},{H1=1|H4=1|D1=1},{},{M5=0-7|M15=0-7|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4465.71,4465.71,4456.31,4462.25,3.13,,,,,,,,,,,
~,ORDERINFO,-2.37,0.01,10,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.06 10:30,M15,5.0,1.0,1.0,0.29,2.6,0.37,4464.56,4472.8,4456.32,4471.09,4471.09,4471.09,,,,,
~,M30,1.0,3.0,1.0,1.21,3.02,0.98,4456.9,4478.65,4435.15,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M15=1|M30=1},{M15=1|H1=1|H4=1|D1=1},{},{M5=0-8|M15=0-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4465.19,4472.48,4465.19,4472.13,3.4699999999999998,,,,,,,,,,,
~,ORDERINFO,6.66,0.01,10,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.06 10:45,M15,3.0,0.0,1.0,-0.03,-0.12,0.35,4464.39,4472.23,4456.55,4465.83,4465.83,4465.83,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M30=1},{M15=1|H1=1|H4=1|D1=1},{},{M5=0-8|M15=0-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4465.19,4472.48,4465.19,4465.46,3.65,,,,,,,,,,,
~,ORDERINFO,1.4,0.01,10,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.06 11:00,M15,3.0,1.0,1.0,0.09,0.6,0.36,4464.56,4472.61,4456.5,4468.42,4468.42,4468.42,,,,,
~,M30,1.0,3.0,1.0,0.7,2.48,0.99,4457.46,4479.42,4435.5,,,,,,,,
~,H1,1.0,3.0,1.0,2.74,-10.53,1.29,4448.68,4477.33,4420.02,,,,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M30=1},{M15=1|H1=1|H4=1|D1=1},{},{M5=0-8|M15=0-8|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4465.19,4472.48,4465.19,4468.47,3.54,,,,,,,,,,,
~,ORDERINFO,3.99,0.01,10,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.06 11:15,M15,4.0,0.0,1.0,-0.36,1.8199999999999998,0.38,4463.82,4472.22,4455.43,4458.08,4458.08,4458.08,,,,,
~,TRADEINFO0,G7-NEUTRAL,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M5=1|M30=1},{M15=1|M30=1|H1=1|H4=1|D1=1},{},{M5=0-7|M15=0-7|M30=0-9|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-20|M15=0-20|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4465.63,4465.63,4456.8,4457.54,4.04,,,,,,,,,,,
~,ORDERINFO,-6.35,0.01,10,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.06 11:30,M15,4.0,1.0,8.0,-0.37,2.17,0.42,4463.31,4472.66,4453.97,4456.87,4456.87,4456.87,,,,,
~,M30,1.0,0.0,1.0,0.66,-4.03,0.92,4457.71,4478.25,4437.18,,,,,,,,
~,TRADEINFO0,H4-OPPOSE,,,,,,,,,,,,,,,,
~,TRADEINFO1,G7-NEUTRAL,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M30=1},{M15=1|M30=1|H1=1|H4=1|D1=1},{},{M5=0-6|M15=0-6|M30=0-7|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-27|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4462.31,4462.31,4448.3,4456.68,4.19,,,,,,,,,,,
~,ORDERINFO,-7.5600000000000005,0.01,10,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.06 11:45,M15,4.0,0.0,8.0,-0.48,1.9300000000000002,0.45,4462.77,4472.74,4452.8,4455.99,4455.99,4455.99,,,,,
~,TRADEINFO0,H4-OPPOSE,,,,,,,,,,,,,,,,
~,TRADEINFO1,G7-NEUTRAL,0,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1|M30=1},{M15=1|M30=1|H1=1|H4=1|D1=1},{},{M5=0-6|M15=0-6|M30=0-7|H1=0-9|H4=0-9|D1=0-8|W1=0-0},{M5=0-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4462.31,4462.31,4449.32,4455.98,3.5,,,,,,,,,,,
~,ORDERINFO,-8.44,0.01,10,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.06 12:00,M15,2.0,1.0,8.0,-1.11,7.96,0.57,4461.39,4474.1,4448.67,4446.38,4446.38,4446.38,,,,,
~,M30,5.0,2.0,1.0,0.32,-4.19,0.89,4457.74,4477.55,4437.94,,,,,,,,
~,H1,1.0,2.0,1.0,1.9100000000000001,-31.95,0.92,4450.0,4470.37,4429.62,,,,,,,,
~,H4,1.0,0.0,1.0,6.1,0.18,4.66,4387.0,4489.16,4284.84,,,,,,,,
~,TRADEINFO0,G6-SHRINK,,2,0.5|,,,,,,,,,,,,,
~,TRADEINFO1,G4-BLOCK,,,,,,,,,,,,,,,,
~,TRADEINFO2,G6-REV,2|act:7,1,,,,,,,,,,,,,,
~,NEW_ORDER_CLOSE,[],10,BUY,0.01,4464.43,2026.01.06 09:45:02,11,SELL,0.01,4444.97,-19.46,0.0,0.0,0.0,23.369999999999997,-0.55,42.83
~,BBTFImpact,{},{M15=1|M30=1},{M15=1|M30=1|D1=1},{},{M5=0-16|M15=0-6|M30=0-7|H1=7-8|H4=0-9|D1=0-8|W1=0-0},{M5=0-20|M15=0-10|M30=0-20|H1=20-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4454.56,4454.56,4440.44,4445.58,4.49,,,,,,,,,,,
~,ORDERINFO,-18.05,0.01,10,1,0.0,0.0,0,0,1,,,,,,,,
2026.01.06 12:15,M15,2.0,0.0,2.0,-0.93,1.94,0.58,4460.53,4473.36,4447.69,4450.29,4450.29,4450.29,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1|M30=1},{M15=1|M30=1|D1=1},{},{M5=0-16|M15=0-6|M30=0-7|H1=8-7|H4=0-9|D1=0-8|W1=0-0},{M5=0-20|M15=0-20|M30=0-20|H1=30-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-27|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4454.43,4454.43,4441.35,4450.57,4.61,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 12:30,M15,2.0,4.0,2.0,-0.9,1.38,0.59,4459.65,4472.72,4446.58,4450.22,4450.22,4450.22,,,,,
~,M30,1.0,2.0,1.0,0.61,-8.48,0.8,4458.44,4476.18,4440.7,,,,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1|M30=1},{M15=1|M30=1|D1=1},{},{M5=0-16|M15=0-6|M30=0-7|H1=8-7|H4=0-9|D1=0-8|W1=0-0},{M5=0-20|M15=0-20|M30=0-20|H1=30-20|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4454.43,4454.43,4444.1,4449.76,3.86,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 12:45,M15,4.0,0.0,2.0,-0.3,2.22,0.59,4459.47,4472.73,4446.2,4451.2,4451.2,4451.2,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1|M30=1},{M30=1|D1=1},{},{M5=7-16|M15=0-6|M30=0-7|H1=0-8|H4=0-9|D1=0-8|W1=0-0},{M5=20-30|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4454.43,4454.43,4445.87,4451.36,4.42,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 13:00,M15,4.0,1.0,2.0,-0.15,1.2,0.61,4459.32,4472.84,4445.8,4451.98,4451.98,4451.98,,,,,
~,M30,1.0,2.0,1.0,0.79,-13.2,0.65,4459.35,4473.95,4444.75,,,,,,,,
~,H1,1.0,2.0,1.0,1.11,-10.16,0.81,4451.28,4469.31,4433.24,,,,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1|M30=1},{M30=1|D1=1},{},{M5=8-7|M15=0-6|M30=0-7|H1=0-8|H4=0-9|D1=0-8|W1=0-0},{M5=30-20|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-27|M15=0-0|M30=0-0|H1=28-28|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4454.43,4454.43,4445.87,4452.04,3.55,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 13:15,M15,4.0,1.0,2.0,-0.38,2.24,0.63,4458.92,4472.99,4444.85,4450.71,4450.71,4450.71,,,,,
~,TRADEINFO0,G0d-COOL,,1,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1|M30=1},{M30=1|D1=1},{},{M5=7-8|M15=0-6|M30=0-7|H1=7-8|H4=0-9|D1=0-8|W1=0-0},{M5=20-30|M15=0-20|M30=0-20|H1=20-30|H4=0-30|D1=0-30|W1=0-30},{M5=27-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,4454.43,4454.43,4445.87,4450.81,2.77,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 13:30,M15,4.0,0.0,2.0,-0.34,-0.09,0.62,4458.65,4472.54,4444.75,4455.54,4455.54,4455.54,,,,,
~,M30,1.0,2.0,1.0,0.66,-9.21,0.56,4460.02,4472.54,4447.5,,,,,,,,
~,TRADEINFO0,G0b-M15OPP,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1|M30=1},{M30=1|D1=1},{},{M5=0-8|M15=0-6|M30=0-7|H1=0-8|H4=0-9|D1=0-8|W1=0-0},{M5=40-30|M15=0-20|M30=0-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4450.26,4461.27,4450.26,4455.77,2.75,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 13:45,M15,3.0,0.0,2.0,-0.1,-0.55,0.61,4458.71,4472.41,4445.0,4462.2,4462.2,4462.2,,,,,
~,TRADEINFO0,G6-SHRINK,,2,0.5|,,,,,,,,,,,,,
~,TRADEINFO1,G5,,,,,,,,,,,,,,,,
~,TRADEINFO2,G5-NONE,0,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1|M30=1},{M15=1|M30=1|D1=1},{},{M5=0-8|M15=0-6|M30=8-7|H1=0-8|H4=0-9|D1=0-8|W1=0-0},{M5=0-40|M15=0-30|M30=30-20|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,4456.58,4468.04,4456.58,4462.31,2.87,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.06 14:00,M15,4.0,2.0,2.0,-0.2,-1.8,0.6,4458.51,4471.8,4445.21,4463.4,4463.4,4463.4,,,,,
~,M30,5.0,0.0,1.0,0.43,-0.87,0.55,4460.66,4472.82,4448.49,,,,,,,,
~,H1,1.0,0.0,1.0,0.88,2.24,0.84,4452.39,4471.07,4433.7,,,,,,,,
~,TRADEINFO0,G0-HOLD,,0,,,,,,,,,,,,,,
~,BBTFImpact,{},{M15=1|M30=1},{M15=1|D1=1},{},{M5=0-9|M15=0-6|M30=0-8|H1=0-8|H4=0-9|D1=0-8|W1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-30|D1=0-30|W1=0-30},{M5=29-29|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
