datetime,category,TF-diffMid_Trend/BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/NEW_ORDER_OPEN-TradeAct/NEW_ORDER_CLOSE-TradeAct,TF-BBUpDn/BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/NEW_ORDER_OPEN-OPEN_TICKET/NEW_ORDER_CLOSE-OPEN_TICKET,TF-trend/BBTFImpact-midline_Cluster/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/NEW_ORDER_OPEN-OPEN_TYPE/NEW_ORDER_CLOSE-OPEN_Type,TF-diffMid/BBTFImpact-line_seq_touch/ATRSL1buf-Lower/ORDERINFO-BUYS/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,TF-diffBBW/BBTFImpact-line_seq_cross/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,TF-WLV/BBTFImpact-untouch_val/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,TF-MidLV/ORDERINFO-SELL_TICKET_NUM/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,TF-UppLV/ORDERINFO-SELLS/NEW_ORDER_CLOSE-CLOSED_TYPE,TF-LowLV/ORDERINFO-TOTALORDERS/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
~,BBTFImpact,,{M15=1|M30=1|H1=1},"[19.11, 2.14, 2.41]",{M5=0-9|M15=0-9|M30=9-9|H1=0-19|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-40|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4344.05,4360.33,4344.05,4352.19,4.07,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 02:55,M5,1.0,0.0,0.0,1.04,-8.27,0.37,4346.27,4354.38,4338.17,4352.27,4352.27,4352.27,,,,,
~,BBTFImpact,,{M15=1|M30=1|H1=1},"[20.15, 2.14, 2.41]",{M5=0-9|M15=0-9|M30=0-9|H1=0-19|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-30|M15=0-30|M30=40-30|H1=0-40|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4344.5,4360.33,4344.5,4352.44,3.9699999999999998,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 03:00,M5,1.0,0.0,0.0,0.85,-2.42,0.36,4347.2,4354.99,4339.4,4354.11,4354.11,4354.11,,,,,
~,M15,1.0,1.0,0.0,1.73,9.65,1.5,4328.01,4360.57,4295.45,4354.11,4354.11,4354.11,,,,,
~,M30,1.0,1.0,0.0,0.65,8.76,1.23,4329.12,4355.66,4302.59,,,,,,,,
~,H1,4.0,0.0,0.0,0.64,10.57,1.26,4324.36,4351.63,4297.09,,,,,,,,
~,BBTFImpact,,{M15=1|M30=1|H1=1},"[19.19, 1.12, 3.65]",{M5=0-9|M15=0-9|M30=9-9|H1=0-19|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-30|M15=0-30|M30=30-40|H1=0-40|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4360.33,4346.06,4353.99,3.9699999999999998,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 03:05,M5,1.0,2.0,0.0,0.37,-2.71,0.32,4347.45,4354.3,4340.6,4348.06,4348.06,4348.06,,,,,
~,BBTFImpact,,{M30=1|H1=1},"[19.44, 1.12, 3.65]",{M5=0-9|M15=0-9|M30=0-9|H1=9-19|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=30-40|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4356.8,4346.06,4348.32,4.24,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 03:10,M5,5.0,2.0,0.0,0.26,-2.82,0.29,4347.7,4353.93,4341.46,4346.36,4346.36,4346.36,,,,,
~,BBTFImpact,,{M30=1|H1=1},"[19.69, 1.12, 3.65]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=20-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.76,4346.06,4346.11,4.32,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 03:15,M5,5.0,2.0,0.0,0.23,-2.52,0.26,4348.04,4353.7,4342.37,4346.72,4346.72,4346.72,,,,,
~,M15,1.0,0.0,0.0,1.42,3.21,1.51,4329.26,4362.03,4296.5,4346.72,4346.72,4346.72,,,,,
~,BBTFImpact,,{M30=1|H1=1},"[18.77, 0.14, 4.9]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.76,4346.06,4346.66,4.27,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 03:20,M5,5.0,2.0,0.0,0.34,-2.87,0.23,4348.42,4353.43,4343.4,4349.24,4349.24,4349.24,,,,,
~,BBTFImpact,,{M30=1|H1=1},"[19.15, 0.14, 4.9]",{M5=8-9|M15=0-9|M30=0-9|H1=9-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=30-20|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.76,4346.06,4349.0,4.24,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 03:25,M5,5.0,2.0,0.0,0.11,-1.24,0.22,4348.46,4353.2,4343.73,4346.37,4346.37,4346.37,,,,,
~,BBTFImpact,,{M30=1|H1=1},"[19.2, 0.14, 4.9]",{M5=7-8|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=20-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.73,4346.06,4346.42,4.16,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 03:30,M5,5.0,2.0,0.0,0.22,-1.41,0.2,4348.72,4353.1,4344.35,4349.19,4349.19,4349.19,,,,,
~,M15,1.0,3.0,0.0,1.8199999999999998,0.98,1.53,4331.1,4364.15,4298.06,4349.19,4349.19,4349.19,,,,,
~,M30,5.0,1.0,0.0,0.33,3.98,1.24,4329.28,4356.04,4302.52,,,,,,,,
~,BBTFImpact,{M30=1},{M30=1|H1=1},"[17.62, 1.83, 6.74]",{M5=8-7|M15=0-9|M30=0-9|H1=9-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=30-20|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.73,4346.06,4349.37,4.22,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 03:35,M5,5.0,3.0,0.0,0.02,0.06,0.2,4348.79,4353.22,4344.36,4349.69,4349.69,4349.69,,,,,
~,BBTFImpact,{M30=1},{M30=1|H1=1},"[17.69, 1.83, 6.74]",{M5=0-8|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=29-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.73,4346.06,4349.89,3.92,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 03:40,M5,3.0,3.0,0.0,0.08,-0.24,0.2,4348.88,4353.27,4344.5,4348.95,4348.95,4348.95,,,,,
~,BBTFImpact,{M30=1},{M30=1|H1=1},"[17.78, 1.83, 6.74]",{M5=0-8|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=29-29|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.73,4346.06,4349.22,3.99,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 03:45,M5,3.0,0.0,0.0,-0.05,0.33,0.21,4348.77,4353.26,4344.29,4346.68,4346.68,4346.68,,,,,
~,M15,1.0,3.0,0.0,1.76,-2.96,1.49,4332.82,4365.16,4300.49,4346.68,4346.68,4346.68,,,,,
~,BBTFImpact,{M30=1},{M30=1|H1=1},"[15.95, 3.55, 8.46]",{M5=7-8|M15=0-9|M30=0-9|H1=19-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=20-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=19-29|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.73,4346.06,4346.6,4.06,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 03:50,M5,3.0,0.0,0.0,0.1,0.93,0.21,4349.0,4353.58,4344.42,4352.23,4352.23,4352.23,,,,,
~,BBTFImpact,{M5=1|M30=1},{M30=1|H1=1},"[16.17, 3.55, 8.46]",{M5=8-7|M15=0-9|M30=0-9|H1=0-19|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=30-20|M15=0-30|M30=0-30|H1=40-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.73,4346.06,4352.02,4.21,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 03:55,M5,5.0,0.0,0.0,0.16,-0.27,0.21,4349.17,4353.71,4344.62,4350.3,4350.3,4350.3,,,,,
~,BBTFImpact,{M5=1|M30=1},{M30=1|H1=1},"[16.35, 3.55, 8.46]",{M5=0-8|M15=0-9|M30=0-9|H1=9-19|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-30|M15=0-30|M30=0-30|H1=30-40|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.73,4346.06,4350.67,4.25,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 04:00,M5,5.0,0.0,0.0,0.14,-1.55,0.19,4349.26,4353.43,4345.08,4348.07,4348.07,4348.07,,,,,
~,M15,1.0,3.0,0.0,1.8900000000000001,-5.34,1.46,4334.9,4366.45,4303.36,4348.07,4348.07,,,,,,
~,M30,1.0,1.0,0.0,0.56,4.82,1.29,4329.87,4357.77,4301.97,,,,,,,,
~,H1,4.0,0.0,0.0,1.9100000000000001,4.8,1.28,4326.1,4353.68,4298.51,,,,,,,,
~,H4,2.0,2.0,0.0,-8.88,-73.26,5.49,4373.56,4493.55,4253.58,,,,,,,,
~,BBTFImpact,{M5=1|M30=1},{M30=1|H1=1},"[14.35, 5.04, 8.8]",{M5=7-8|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=20-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.73,4346.06,4348.0,4.31,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 04:05,M5,5.0,2.0,0.0,0.28,-2.83,0.16,4349.62,4353.16,4346.09,4350.13,4350.13,4350.13,,,,,
~,BBTFImpact,{M5=1|M30=1},{M30=1|H1=1},"[14.72, 5.04, 8.8]",{M5=8-7|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=30-20|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.73,4346.06,4350.03,4.24,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 04:10,M5,3.0,0.0,0.0,-0.02,0.17,0.17,4349.52,4353.12,4345.93,4347.79,4347.79,4347.79,,,,,
~,BBTFImpact,{M5=1|M30=1},{M30=1|H1=1},"[14.62, 5.04, 8.8]",{M5=7-8|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=20-30|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.73,4346.06,4347.73,3.85,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 04:15,M5,3.0,1.0,0.0,-0.11,0.61,0.18,4349.37,4353.21,4345.52,4347.16,4347.16,4347.16,,,,,
~,M15,1.0,3.0,0.0,1.55,-3.76,1.42,4336.5,4367.31,4305.68,4347.16,4347.16,4347.16,,,,,
~,BBTFImpact,{M5=1|M30=1},{M30=1|H1=1},"[12.87, 6.63, 10.4]",{M5=0-7|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.31,4346.06,4347.0,3.65,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 04:20,M5,3.0,1.0,0.0,-0.04,0.19,0.18,4349.31,4353.24,4345.37,4347.91,4347.91,4347.91,,,,,
~,BBTFImpact,{M5=1|M30=1},{M30=1|H1=1},"[12.81, 6.63, 10.4]",{M5=0-7|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4354.31,4346.06,4347.69,3.49,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 04:25,M5,4.0,0.0,0.0,-0.24,0.04,0.19,4349.0,4353.08,4344.93,4346.79,4346.79,4346.79,,,,,
~,BBTFImpact,{M5=1|M30=1},{M30=1|H1=1},"[12.5, 6.63, 10.4]",{M5=0-7|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4353.29,4346.06,4346.58,3.35,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 04:30,M5,4.0,0.0,8.0,-0.2,-0.99,0.18,4348.81,4352.65,4344.97,4347.73,4347.73,4347.73,,,,,
~,M15,1.0,3.0,0.0,1.43,-3.03,1.3900000000000001,4337.91,4368.06,4307.77,4347.73,4347.73,,,,,,
~,M30,1.0,1.0,0.0,0.68,4.93,1.34,4330.58,4359.64,4301.53,,,,,,,,
~,BBTFImpact,{M5=1|M30=1},{M30=1|H1=1},"[10.89, 7.33, 11.81]",{M5=0-7|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4353.29,4346.06,4348.27,3.38,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 04:35,M5,4.0,2.0,8.0,-0.33,-2.7800000000000002,0.15,4348.48,4351.71,4345.26,4346.91,4346.91,4346.91,,,,,
~,BBTFImpact,{M5=1|M30=1},{M30=1|H1=1},"[10.57, 7.33, 11.81]",{M5=0-7|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-20|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4353.29,4346.06,4347.07,3.2800000000000002,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 04:40,M5,4.0,0.0,8.0,0.02,0.39,0.15,4348.67,4351.97,4345.37,4352.13,4352.13,4352.13,,,,,
~,BBTFImpact,{M5=1|M30=1},{M30=1|H1=1},"[10.75, 7.33, 11.81]",{M5=0-7|M15=0-9|M30=0-9|H1=9-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=40-20|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4353.29,4346.06,4352.23,3.56,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 04:45,M5,5.0,0.0,8.0,0.18,0.95,0.16,4348.82,4352.24,4345.41,4351.49,4351.49,4351.49,,,,,
~,M15,1.0,3.0,0.0,1.85,-6.95,1.33,4339.84,4368.6,4311.08,4351.49,4351.49,4351.49,,,,,
~,BBTFImpact,{M5=1|M30=1},{M30=1|H1=1},"[8.98, 9.26, 13.74]",{M5=9-7|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=30-40|M15=0-30|M30=0-30|H1=0-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4346.06,4353.29,4346.06,4351.76,3.45,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 04:50,M5,5.0,1.0,8.0,0.32,3.74,0.21,4349.24,4353.87,4344.62,4354.96,4354.96,4354.96,,,,,
~,BBTFImpact,{M5=1|M30=1},{M30=1|H1=1},"[9.4, 9.26, 13.74]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=40-30|M15=0-30|M30=0-30|H1=40-30|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4348.17,4362.14,4348.17,4355.16,3.49,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 04:55,M5,1.0,1.0,1.0,0.6,6.79,0.31,4349.96,4356.74,4343.19,4359.27,4359.27,4359.27,,,,,
~,BBTFImpact,{M5=1|M30=1},{M15=1|M30=1|H1=1},"[10.12, 9.26, 13.74]",{M5=0-9|M15=0-9|M30=9-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-40|M15=0-30|M30=0-30|H1=0-40|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4352.87,4362.14,4352.87,4359.69,3.41,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 05:00,M5,1.0,1.0,1.0,0.74,8.65,0.41,4350.77,4359.8,4341.74,4362.88,4362.88,4362.88,,,,,
~,M15,1.0,3.0,0.0,2.51,-5.64,1.29,4342.64,4370.76,4314.52,4362.88,4362.88,4362.88,,,,,
~,M30,1.0,1.0,0.0,1.6099999999999999,14.43,1.53,4332.5,4365.57,4299.43,,,,,,,,
~,H1,1.0,3.0,0.0,3.07,8.67,1.41,4329.48,4360.06,4298.9,,,,,,,,
~,BBTFImpact,{M5=1|M30=1},{M15=1|M30=1|H1=1|H4=1},"[8.13, 10.13, 13.15]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-40|M15=0-30|M30=0-30|H1=0-40|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4356.63,4370.69,4356.63,4363.66,3.52,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 05:05,M5,1.0,1.0,1.0,0.85,6.93,0.49,4351.64,4362.27,4341.01,4364.1,4364.1,4364.1,,,,,
~,BBTFImpact,{M5=1|M30=1},{M15=1|M30=1|H1=1|H4=1},"[9.0, 10.13, 13.15]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-40|M15=0-30|M30=0-30|H1=0-40|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4357.67,4370.69,4357.67,4364.5,3.41,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 05:10,M5,1.0,1.0,1.0,0.76,6.9,0.57,4352.46,4364.88,4340.04,4365.47,4365.47,4365.47,,,,,
~,BBTFImpact,{M5=1|M30=1},{M15=1|M30=1|H1=1|H4=1},"[9.82, 10.13, 13.15]",{M5=0-9|M15=0-9|M30=0-9|H1=0-9|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},{M5=0-40|M15=0-30|M30=0-30|H1=0-40|H4=0-20|D1=0-30|W1=0-30|MN1=0-40},{M5=0-0|M15=0-0|M30=29-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0|MN1=0-0},,,,,,,,,,,
~,ATRSL1buf,2.0,4359.19,4370.69,4359.19,4365.78,3.3,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2026.01.02 05:15,M5,1.0,1.0,1.0,0.96,8.01,0.68,4353.58,4368.45,4338.7,4369.13,4369.13,4369.13,,,,,
~,M15,1.0,3.0,0.0,2.94,-9.26,1.23,4345.78,4372.52,4319.03,4369.13,4369.13,4369.13,,,,,
