datetime,category,BBTFImpact-Sideway_val/ATRSL1buf-Trend/ORDERINFO-BUY_PROFIT/TF-diffMid_Trend/NEW_ORDER_OPEN-TradeAct/NEW_ORDER_CLOSE-TradeAct,BBTFImpact-HTF_Drive_LTF_Sideway/ATRSL1buf-LV/ORDERINFO-BUY_LOTS/TF-BBUpDn/NEW_ORDER_OPEN-OPEN_TICKET/NEW_ORDER_CLOSE-OPEN_TICKET,BBTFImpact-LTF_Drive_HTF_Fly/ATRSL1buf-Upper/ORDERINFO-BUY_TICKET_NUM/TF-trend/NEW_ORDER_OPEN-OPEN_TYPE/NEW_ORDER_CLOSE-OPEN_Type,BBTFImpact-midline_Cluster/ATRSL1buf-Lower/ORDERINFO-BUYS/TF-diffMid/NEW_ORDER_OPEN-OPEN_LOTS/NEW_ORDER_CLOSE-OPEN_LOTS,BBTFImpact-line_seq_touch/ATRSL1buf-SLMid/ORDERINFO-SELL_PROFIT/TF-diffBBW/NEW_ORDER_OPEN-DEAL_PRICE/NEW_ORDER_CLOSE-OPEN_PRICE,BBTFImpact-line_seq_cross/ATRSL1buf-Val/ORDERINFO-SELL_LOTS/TF-WLV/NEW_ORDER_OPEN-FREEMARGIN/NEW_ORDER_CLOSE-OPEN_TIME,BBTFImpact-untouch_val/ORDERINFO-SELL_TICKET_NUM/TF-MidLV/NEW_ORDER_OPEN-MARGINREQUIRED/NEW_ORDER_CLOSE-CLOSED_TICKET,ORDERINFO-SELLS/TF-UppLV/NEW_ORDER_CLOSE-CLOSED_TYPE,ORDERINFO-TOTALORDERS/TF-LowLV/NEW_ORDER_CLOSE-CLOSED_LOT,TF-close/NEW_ORDER_CLOSE-CLOSED_PRICE,TF-high/NEW_ORDER_CLOSE-PROFIT,TF-low/NEW_ORDER_CLOSE-SWAP,NEW_ORDER_CLOSE-COMMISION,NEW_ORDER_CLOSE-FEE,NEW_ORDER_CLOSE-TOTAL_PROFIT,NEW_ORDER_CLOSE-TOTAL_SWAP,NEW_ORDER_CLOSE-LAST_PROFIT
~,BBTFImpact,[50100.0],{M5=1|M15=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[6.24, 11.01, 34.28]",{M5=0-9|M15=0-9|M30=0-8|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-30|M30=0-30|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3983.85,3992.66,3983.85,3990.84,3.54,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 03:30,M15,1.0,3.0,1.0,1.58,-2.03,0.81,3977.56,3993.64,3961.47,3991.63,3991.63,3991.63,,,,,
~,M30,2.0,2.0,2.0,-2.2800000000000002,-28.63,2.14,3984.66,4027.23,3942.1,,,,,,,,
~,BBTFImpact,[50100.0],{M15=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[7.1, 7.11, 32.68]",{M5=0-9|M15=0-9|M30=0-8|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-30|M30=0-30|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3984.5,3992.66,3984.5,3991.53,3.52,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 03:45,M15,1.0,3.0,1.0,1.69,-5.28,0.75,3979.2,3994.08,3964.32,3992.86,3992.86,3992.86,,,,,
~,BBTFImpact,[50100.0],{M5=1|M15=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[7.79, 5.46, 31.04]",{M5=0-9|M15=0-9|M30=0-8|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-30|M30=0-30|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3986.5,3999.27,3986.5,3992.89,3.19,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 04:00,M15,1.0,3.0,1.0,1.31,-3.41,0.71,3980.47,3994.55,3966.4,3990.98,3990.98,3990.98,,,,,
~,M30,2.0,2.0,2.0,-1.35,-13.5,2.0,3983.31,4023.16,3943.45,,,,,,,,
~,H1,2.0,4.0,2.0,-2.15,-2.26,3.02,4008.1,4068.67,3947.52,,,,,,,,
~,H4,5.0,2.0,1.0,1.65,-14.07,3.04,4001.84,4062.7,3940.99,,,,,,,,
~,BBTFImpact,[50101.0],{M5=1|M15=1|H1=1},{M30=1|H4=1|W1=1},"[8.7, 2.83, 27.62]",{M5=0-9|M15=0-9|M30=0-8|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-30|M30=0-30|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3987.1,3997.48,3987.1,3991.18,3.15,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 04:15,M15,1.0,3.0,1.0,0.55,-1.11,0.68,3980.87,3994.34,3967.41,3984.74,3984.74,3984.74,,,,,
~,BBTFImpact,[50106.0],{M5=1|M15=1|H1=1},{M30=1|H4=1|W1=1},"[8.69, 2.43, 27.22]",{M5=0-9|M15=0-9|M30=0-8|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-10|M15=0-30|M30=0-30|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3987.1,3987.1,3977.25,3984.64,3.69,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 04:30,M15,5.0,0.0,1.0,0.11,-0.04,0.67,3980.76,3994.1,3967.42,3981.59,3981.59,3981.59,,,,,
~,M30,2.0,2.0,2.0,-1.76,-15.79,1.8399999999999999,3981.19,4017.72,3944.65,,,,,,,,
~,BBTFImpact,[50140.0],{M5=1|M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[7.48, 0.43, 27.34]",{M5=6-9|M15=8-7|M30=8-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=20-10|M15=30-20|M30=30-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3984.47,3984.47,3972.99,3981.36,4.18,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 04:45,M15,5.0,0.0,1.0,-0.11,0.76,0.69,3980.36,3994.02,3966.71,3974.49,3974.49,3974.49,,,,,
~,BBTFImpact,[50140.0],{M5=1|M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[5.59, 0.82, 27.74]",{M5=6-6|M15=0-7|M30=0-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=20-10|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3981.26,3981.26,3964.83,3974.22,4.7,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 05:00,M15,4.0,0.0,1.0,-0.13,1.1,0.69,3980.34,3994.06,3966.62,3973.33,3973.33,3973.33,,,,,
~,M30,2.0,2.0,2.0,-2.44,-26.37,1.58,3978.45,4009.79,3947.12,,,,,,,,
~,H1,2.0,4.0,2.0,-3.27,-0.16,3.06,4004.32,4065.53,3943.12,,,,,,,,
~,BBTFImpact,[50140.0],{M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[3.55, 1.8900000000000001, 23.98]",{M5=0-6|M15=0-17|M30=0-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3981.26,3981.26,3969.55,3974.02,5.36,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 05:15,M15,5.0,0.0,1.0,0.29,-0.58,0.67,3980.84,3994.14,3967.54,3982.23,3982.23,3982.23,,,,,
~,BBTFImpact,[50140.0],{M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[1.6400000000000001, 2.39, 23.48]",{M5=0-6|M15=8-17|M30=8-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=30-20|M30=30-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-27|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3971.71,3992.79,3971.71,3982.25,5.27,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 05:30,M15,5.0,3.0,1.0,0.46,-0.9,0.66,3981.37,3994.54,3968.2,3984.3,3984.3,3984.3,,,,,
~,M30,2.0,2.0,2.0,-1.4,-19.59,1.38,3977.35,4004.7,3950.0,,,,,,,,
~,BBTFImpact,[50141.0],{M5=1|M15=1|M30=1|H1=1},{M30=1|H4=1|W1=1},"[0.09, 4.02, 22.95]",{M5=0-6|M15=0-8|M30=0-8|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-30|M30=0-30|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3975.5,3992.79,3975.5,3984.75,4.62,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 05:45,M15,5.0,3.0,1.0,0.4,-1.67,0.64,3981.77,3994.6,3968.94,3982.9,3982.9,3982.9,,,,,
~,BBTFImpact,['50145-S_13'],{M5=1|M15=1|M30=1|H1=1},{M30=1|H4=1|W1=1},"[1.32, 4.42, 22.55]",{M5=0-6|M15=0-8|M30=0-8|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-30|M30=0-30|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3977.24,3990.84,3977.24,3982.94,3.95,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 06:00,M15,5.0,2.0,1.0,0.44,-5.38,0.59,3982.09,3993.85,3970.33,3978.59,3978.59,3978.59,,,,,
~,M30,2.0,2.0,2.0,-1.85,-32.43,1.04,3975.36,3996.13,3954.59,,,,,,,,
~,H1,2.0,4.0,2.0,-2.65,-1.52,3.01,4001.99,4062.27,3941.71,,,,,,,,
~,BBTFImpact,['50155-S_13'],{M5=1|M15=1|M30=1|H1=1},{H4=1|W1=1},"[1.92, 6.73, 19.9]",{M5=7-6|M15=0-7|M30=0-8|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=20-30|M15=0-20|M30=0-30|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3977.24,3986.06,3977.24,3978.48,3.79,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 06:15,M15,4.0,0.0,1.0,-0.15,2.13,0.63,3981.76,3994.26,3969.26,3971.29,3971.29,3971.29,,,,,
~,BBTFImpact,['50154-S_13'],{M5=1|M15=1|M30=1|H1=1},{M15=1|H4=1|W1=1},"[2.46, 6.4, 20.23]",{M5=6-7|M15=0-7|M30=0-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3977.24,3977.24,3968.16,3971.38,3.42,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 06:30,M15,4.0,1.0,8.0,-0.17,2.43,0.68,3981.42,3995.03,3967.8,3970.32,3970.32,3970.32,,,,,
~,M30,2.0,0.0,2.0,-0.89,-4.35,1.0,3974.06,3994.0,3954.11,,,,,,,,
~,BBTFImpact,[50140.0],{M5=1|M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[3.09, 7.36, 20.58]",{M5=6-6|M15=6-7|M30=0-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=20-10|M15=20-10|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3976.56,3976.56,3961.89,3969.95,4.03,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 06:45,M15,2.0,1.0,8.0,-0.57,8.57,0.78,3980.77,3996.37,3965.16,3964.62,3964.62,3964.62,,,,,
~,BBTFImpact,[50100.0],{M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[3.88, 6.71, 21.23]",{M5=6-6|M15=0-6|M30=0-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=10-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3973.32,3973.32,3955.06,3964.19,4.57,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 07:00,M15,2.0,1.0,2.0,-0.73,9.75,0.89,3980.02,3997.64,3962.4,3961.95,3961.95,3961.95,,,,,
~,M30,3.0,0.0,2.0,0.11,-1.44,1.0,3974.01,3993.82,3954.2,,,,,,,,
~,H1,2.0,4.0,2.0,-3.34,5.06,3.1,3998.22,4060.25,3936.2,,,,,,,,
~,BBTFImpact,[50500.0],{M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[5.95, 6.01, 18.2]",{M5=0-6|M15=0-6|M30=0-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=0-10|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3971.56,3971.56,3955.33,3962.21,4.67,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 07:15,M15,2.0,1.0,2.0,-1.6,22.29,1.18,3978.12,4001.56,3954.68,3948.06,3948.06,3948.06,,,,,
~,BBTFImpact,[50500.0],{M15=1|M30=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[8.75, 4.11, 20.1]",{M5=16-6|M15=0-6|M30=0-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=10-20|M15=0-10|M30=10-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=16-26|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3958.52,3958.52,3945.35,3947.91,5.31,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 07:30,M15,2.0,1.0,2.0,-1.25,6.86,1.18,3977.14,4000.65,3953.63,3959.04,3959.04,3959.04,,,,,
~,M30,3.0,0.0,2.0,0.22,-3.73,1.01,3973.93,3993.9,3953.95,,,,,,,,
~,BBTFImpact,[50500.0],{M15=1|H1=1},{M15=1|M30=1|H4=1|W1=1},"[11.42, 3.21, 21.08]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-20|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3948.78,3969.91,3948.78,3959.34,5.28,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 07:45,M15,2.0,4.0,2.0,-1.22,0.76,1.18,3976.02,3999.39,3952.65,3963.69,3963.69,3963.69,,,,,
~,BBTFImpact,[50501.0],{M15=1|H1=1},{M30=1|H4=1|W1=1},"[12.39, 2.09, 22.2]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=30-20|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3954.47,3969.91,3954.47,3964.04,4.78,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 08:00,M15,2.0,4.0,2.0,-1.13,-2.04,1.15,3974.93,3997.79,3952.07,3966.25,3966.25,3966.25,,,,,
~,M30,5.0,2.0,2.0,0.35,-4.22,0.94,3974.43,3993.14,3955.73,,,,,,,,
~,H1,2.0,4.0,2.0,-3.45,-4.78,3.09,3994.51,4056.16,3932.86,,,,,,,,
~,H4,3.0,0.0,1.0,-0.09,0.94,3.12,4000.68,4063.17,3938.19,,,,,,,,
~,BBTFImpact,[60505.0],{M15=1|H1=1},{M30=1|H4=1|W1=1},"[12.26, 0.5, 19.58]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3957.66,3969.91,3957.66,3966.28,4.31,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 08:15,M15,2.0,0.0,2.0,-0.94,-6.08,1.08,3974.16,3995.6,3952.72,3972.36,3972.36,3972.36,,,,,
~,BBTFImpact,[60505.0],{M5=1|M15=1|H1=1},{M30=1|H4=1|W1=1},"[11.18, 0.28, 20.35]",{M5=0-6|M15=0-6|M30=0-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3964.8,3980.03,3964.8,3972.55,3.87,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 08:30,M15,2.0,2.0,2.0,-0.89,-6.8,1.01,3973.4,3993.48,3953.33,3972.91,3972.91,3972.91,,,,,
~,M30,1.0,2.0,7.0,0.65,-6.37,0.86,3975.37,3992.47,3958.26,,,,,,,,
~,BBTFImpact,[60110.0],{M5=1|M15=1|M30=1|H1=1},{M15=1|H4=1|W1=1},"[8.87, 1.96, 21.11]",{M5=0-19|M15=7-8|M30=7-6|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=20-30|M30=20-30|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3969.21,3979.32,3969.21,3973.04,3.14,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 08:45,M15,2.0,2.0,2.0,-0.88,-9.71,0.92,3972.4,3990.58,3954.22,3974.8,3974.8,3974.8,,,,,
~,BBTFImpact,[60110.0],{M5=1|M15=1|M30=1|H1=1},{M15=1|H4=1|W1=1},"[6.42, 2.96, 22.11]",{M5=0-19|M15=8-7|M30=7-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=30-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3969.21,3981.45,3969.21,3974.21,3.62,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 09:00,M15,2.0,2.0,2.0,-0.66,-7.17,0.84,3971.72,3988.47,3954.98,3974.71,3974.71,3974.71,,,,,
~,M30,5.0,2.0,7.0,0.42,-2.3,0.84,3975.7,3992.41,3958.99,,,,,,,,
~,H1,2.0,4.0,2.0,-3.15,-13.93,2.92,3991.63,4050.0,3933.27,,,,,,,,
~,BBTFImpact,[60511.0],{M5=1|M15=1|M30=1|H1=1},{H4=1|W1=1},"[2.7, 3.98, 19.91]",{M5=0-19|M15=0-8|M30=0-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,2.0,3969.21,3980.85,3969.21,3975.1,3.87,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 09:15,M15,4.0,2.0,2.0,-0.47,-2.4,0.82,3971.1,3987.31,3954.9,3970.85,3970.85,3970.85,,,,,
~,BBTFImpact,['60551-S_11'],{M5=1|M15=1|M30=1|H1=1},{H4=1|W1=1},"[0.52, 4.6, 20.53]",{M5=8-7|M15=0-7|M30=0-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=30-20|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3977.48,3977.48,3962.2,3970.57,4.19,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 09:30,M15,4.0,0.0,2.0,-0.2,-0.7,0.81,3970.91,3986.97,3954.84,3971.87,3971.87,3971.87,,,,,
~,M30,3.0,0.0,7.0,-0.26,0.3,0.85,3975.29,3992.14,3958.44,,,,,,,,
~,BBTFImpact,['60551-S_11'],{M5=1|M15=1|M30=1|H1=1},{H4=1|W1=1},"[0.77, 4.38, 20.72]",{M5=0-8|M15=0-8|M30=0-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=0-30|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3977.48,3977.48,3963.89,3972.03,4.07,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 09:45,M15,4.0,4.0,2.0,-0.22,-1.07,0.8,3970.71,3986.56,3954.85,3972.49,3972.49,3972.49,,,,,
~,BBTFImpact,['60546-S_11'],{M5=1|M15=1|M30=1|H1=1},{M30=1|H4=1|W1=1},"[1.6099999999999999, 4.58, 20.93]",{M5=8-7|M15=0-8|M30=0-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=30-20|M15=0-30|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3977.48,3977.48,3964.53,3972.29,4.11,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 10:00,M15,4.0,4.0,2.0,-0.47,-1.69,0.78,3970.02,3985.56,3954.48,3968.38,3968.38,3968.38,,,,,
~,M30,4.0,4.0,7.0,-0.39,1.24,0.87,3974.78,3992.01,3957.54,,,,,,,,
~,H1,2.0,0.0,2.0,-3.6,-18.53,2.76,3987.75,4042.74,3932.76,,,,,,,,
~,BBTFImpact,[60440.0],{M5=1|M15=1|M30=1|H1=1},{M15=1|M30=1|H1=1|H4=1|W1=1},"[1.22, 4.75, 17.73]",{M5=6-7|M15=0-7|M30=0-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=20-10|M15=0-20|M30=0-20|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=27-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3974.71,3974.71,3964.53,3968.02,4.36,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 10:15,M15,2.0,4.0,2.0,-1.23,-3.68,0.77,3968.4,3983.74,3953.06,3958.94,3958.94,3958.94,,,,,
~,BBTFImpact,[60400.0],{M5=1|M30=1|H1=1},{M15=1|M30=1|H1=1|H4=1|W1=1},"[0.49, 6.38, 19.35]",{M5=6-6|M15=0-6|M30=6-7|H1=0-6|H4=0-9|D1=0-9|W1=0-19},{M5=20-10|M15=0-20|M30=20-10|H1=0-20|H4=0-20|D1=0-30|W1=0-40},{M5=0-0|M15=0-0|M30=0-0|H1=0-0|H4=0-0|D1=0-0|W1=0-0},,,,,,,,,,
~,ATRSL1buf,1.0,3963.88,3963.88,3951.01,3958.43,5.08,,,,,,,,,,,
~,ORDERINFO,0.0,0.0,0,0,0.0,0.0,0,0,0,,,,,,,,
2025.10.10 10:30,M15,2.0,0.0,2.0,-0.97,-9.04,0.67,3967.59,3980.81,3954.37,3965.09,3965.09,3965.09,,,,,
~,M30,2.0,0.0,2.0,-0.52,2.32,0.94,3973.86,3992.46,3955.27,,,,,,,,
